latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.07414,-44.16853,319.49,1.01,1.01,2026-06-16,1824,A,59,6.1NRT,299.93,11.93,D
-16.40735,-39.45922,311.21,1.08,1.04,2026-06-16,1821,A,61,6.1NRT,298.68,6.14,D
-6.06533,-44.16984,343.86,1.01,1.01,2026-06-16,1824,A,92,6.1NRT,299.98,45.75,D
-16.40885,-39.46901,310.87,1.08,1.04,2026-06-16,1821,A,60,6.1NRT,298.64,5.79,D
-17.05075,-45.7058,309.52,1.61,1.25,2026-06-16,1821,A,60,6.1NRT,294.18,10.72,D
-6.06663,-44.17872,324.8,1.02,1.01,2026-06-16,1824,A,78,6.1NRT,300.68,17.28,D
-16.31598,-41.43854,323.85,1,1,2026-06-16,1821,A,80,6.1NRT,298.81,16.61,D
-6.07526,-44.99908,320.03,1.07,1.03,2026-06-16,1824,A,61,6.1NRT,300.74,10.06,D
-15.84943,-39.02987,307.42,1.14,1.06,2026-06-16,1821,A,30,6.1NRT,295.98,5.31,D
-5.8473,-43.49013,316.97,1,1,2026-06-16,1824,A,65,6.1NRT,302.83,8.33,D
-15.51239,-39.65195,307.8,1.08,1.04,2026-06-16,1821,A,51,6.1NRT,297.49,4.62,D
-6.06758,-45.00984,321.66,1.07,1.03,2026-06-16,1824,A,60,6.1NRT,301.98,13.34,D
-5.71604,-43.23045,315.2,1,1,2026-06-16,1824,A,63,6.1NRT,299.93,7.33,D
-15.62931,-41.22957,309.66,1,1,2026-06-16,1821,A,59,6.1NRT,298.46,5.89,D
-5.79209,-43.88614,316.01,1,1,2026-06-16,1824,A,66,6.1NRT,300.01,8.54,D
-15.63064,-41.23862,311.34,1,1,2026-06-16,1821,A,63,6.1NRT,297.96,7.07,D
-6.22131,-46.89831,332.86,1.36,1.15,2026-06-16,1824,A,85,6.1NRT,300.93,39.37,D
-15.3681,-39.86152,314.18,1.06,1.03,2026-06-16,1821,A,68,6.1NRT,299.88,8.34,D
-5.80748,-45.06678,320.98,1.07,1.03,2026-06-16,1824,A,53,6.1NRT,303.11,14.16,D
-15.65466,-41.90837,312.66,1.01,1,2026-06-16,1821,A,58,6.1NRT,299.03,7.76,D
-5.79844,-45.06804,366.02,1.07,1.03,2026-06-16,1824,A,100,6.1NRT,301.61,106.82,D
-15.38592,-40.15633,312.97,1.04,1.02,2026-06-16,1821,A,66,6.1NRT,299.93,6.34,D
-5.58367,-43.78617,319.36,1,1,2026-06-16,1824,A,72,6.1NRT,296.29,12.93,D
-15.69351,-42.24045,309.7,1.02,1.01,2026-06-16,1821,A,58,6.1NRT,295.61,6.14,D
-5.58495,-43.79491,341.8,1,1,2026-06-16,1824,A,91,6.1NRT,299.96,42.44,D
-16.07313,-44.99083,315.48,1.39,1.17,2026-06-16,1821,A,70,6.1NRT,298.49,13.37,D
-6.17497,-48.51013,315.21,1.78,1.31,2026-06-16,1824,A,45,6.1NRT,300.02,13.07,D
-15.59355,-41.79681,358.53,1.01,1,2026-06-16,1821,A,99,6.1NRT,297.26,79.19,D
-5.45025,-43.57153,314.11,1,1,2026-06-16,1824,A,62,6.1NRT,297.8,7.06,D
-15.59487,-41.80591,336.52,1.01,1,2026-06-16,1821,A,89,6.1NRT,296.64,34.31,D
-6.14447,-48.53614,313.6,1.79,1.31,2026-06-16,1824,A,50,6.1NRT,299.65,11.82,D
-15.1019,-39.16483,313.15,1.14,1.07,2026-06-16,1821,A,66,6.1NRT,295.77,10.61,D
-15.10354,-39.17516,310.33,1.14,1.06,2026-06-16,1821,A,59,6.1NRT,295.61,8,D
-5.27872,-43.02983,314.76,1.01,1,2026-06-16,1824,A,61,6.1NRT,298.17,7.78,D
-5.28001,-43.03863,311.65,1.01,1,2026-06-16,1824,A,41,6.1NRT,298.23,5.5,D
-15.43895,-41.37391,350.3,1,1,2026-06-16,1821,A,96,6.1NRT,300.32,58.85,D
-15.44028,-41.38295,339.99,1,1,2026-06-16,1821,A,91,6.1NRT,302.13,39.21,D
-5.35519,-45.19183,312.65,1.07,1.03,2026-06-16,1824,A,61,6.1NRT,301.01,6.03,D
-15.87823,-44.75426,309.43,1.33,1.14,2026-06-16,1821,A,58,6.1NRT,295.69,6.55,D
-5.04424,-43.26345,315.93,1.01,1,2026-06-16,1824,A,67,6.1NRT,300.8,8.53,D
-5.33798,-46.53464,310.51,1.25,1.11,2026-06-16,1824,A,28,6.1NRT,295.67,7.99,D
-15.00217,-39.70879,323.94,1.09,1.04,2026-06-16,1821,A,80,6.1NRT,298.43,19.82,D
-5.44257,-47.96482,312.38,1.57,1.24,2026-06-16,1824,A,59,6.1NRT,300,8.35,D
-15.16012,-41.29768,314.49,1,1,2026-06-16,1821,A,70,6.1NRT,300.26,9.15,D
-4.62695,-43.0624,318.89,1.01,1.01,2026-06-16,1824,A,72,6.1NRT,302.19,10.46,D
-15.13784,-41.32891,318.76,1,1,2026-06-16,1821,A,75,6.1NRT,298.3,12.52,D
-4.93169,-45.33219,322.2,1.08,1.04,2026-06-16,1824,A,77,6.1NRT,299.47,16.45,D
-15.1868,-41.80794,326.14,1,1,2026-06-16,1821,A,77,6.1NRT,297.52,20.61,D
-4.67547,-43.95546,313.51,1,1,2026-06-16,1824,A,62,6.1NRT,298.47,5.99,D
-14.42724,-39.17285,310.42,1.16,1.07,2026-06-16,1821,A,63,6.1NRT,293.19,8.36,D
-4.7477,-45.20966,315.44,1.06,1.03,2026-06-16,1824,A,68,6.1NRT,299.42,8.97,D
-14.42329,-39.96714,306.52,1.07,1.03,2026-06-16,1821,A,38,6.1NRT,295.35,4.23,D
-4.70498,-46.53069,313.27,1.23,1.1,2026-06-16,1824,A,62,6.1NRT,299.51,8.44,D
-14.59248,-41.7165,312.4,1,1,2026-06-16,1821,A,60,6.1NRT,297.44,6.03,D
-4.70649,-46.54141,332.66,1.23,1.1,2026-06-16,1824,A,85,6.1NRT,299.32,36.49,D
-14.37112,-41.58876,323.08,1,1,2026-06-16,1821,A,76,6.1NRT,301.49,13.82,D
-14.37244,-41.59775,323.22,1,1,2026-06-16,1821,A,76,6.1NRT,301.64,14.19,D
-3.96115,-43.11394,311.83,1.02,1.01,2026-06-16,1824,A,40,6.1NRT,298.94,5.57,D
-14.32086,-41.74941,317.11,1,1,2026-06-16,1821,A,66,6.1NRT,300.61,7.39,D
-4.17513,-46.15731,311.36,1.15,1.07,2026-06-16,1824,A,46,6.1NRT,298.68,7.43,D
-14.32218,-41.7584,316.08,1,1,2026-06-16,1821,A,63,6.1NRT,300.64,6.49,D
-4.08892,-47.32022,318.58,1.35,1.15,2026-06-16,1826,A,73,6.1NRT,301.89,15.56,D
-14.56175,-44.62145,312.46,1.26,1.11,2026-06-16,1824,A,55,6.1NRT,299.26,7.66,D
-3.98004,-47.97082,340.26,1.49,1.21,2026-06-16,1826,A,91,6.1NRT,299.2,67.77,D
-14.90796,-47.73515,316.49,2.13,1.42,2026-06-16,1824,A,66,6.1NRT,290.85,31.56,D
-3.98195,-47.98384,313.35,1.5,1.21,2026-06-16,1826,A,65,6.1NRT,299.11,10.63,D
-14.20944,-42.56622,334.8,1.02,1.01,2026-06-16,1824,A,86,6.1NRT,301.54,30.99,D
-2.92814,-42.69918,319.7,1.06,1.03,2026-06-16,1826,A,64,6.1NRT,298.8,10.6,D
-14.21074,-42.57536,312.75,1.02,1.01,2026-06-16,1824,A,42,6.1NRT,299.34,6.14,D
-2.91915,-42.7005,328.55,1.06,1.03,2026-06-16,1826,A,82,6.1NRT,300.19,21.63,D
-13.82371,-42.1396,321.62,1,1,2026-06-16,1824,A,74,6.1NRT,302.1,11.82,D
-3.81337,-48.96199,330.85,1.77,1.3,2026-06-16,1826,A,85,6.1NRT,298.29,56.1,D
-13.82502,-42.1486,314,1,1,2026-06-16,1824,A,45,6.1NRT,301.35,5.1,D
-3.81557,-48.97736,312.23,1.77,1.3,2026-06-16,1826,A,63,6.1NRT,297.95,12.42,D
-13.44469,-39.86106,318.89,1.11,1.05,2026-06-16,1824,A,75,6.1NRT,297.8,15.17,D
-2.79635,-42.67735,312.93,1.07,1.03,2026-06-16,1826,A,57,6.1NRT,299.65,5.88,D
-13.41432,-39.96334,318.18,1.1,1.04,2026-06-16,1824,A,74,6.1NRT,298.12,13.45,D
-2.75888,-42.54963,312.18,1.08,1.04,2026-06-16,1826,A,57,6.1NRT,298.76,5.04,D
-13.90296,-43.79071,321.54,1.12,1.05,2026-06-16,1824,A,73,6.1NRT,300.47,12.89,D
-3.51815,-48.04165,308.95,1.49,1.2,2026-06-16,1826,A,53,6.1NRT,297.06,9.31,D
-13.38309,-40.35999,314.07,1.06,1.03,2026-06-16,1824,A,68,6.1NRT,297.15,10.03,D
-3.6077,-49.44815,321.3,1.91,1.35,2026-06-16,1826,A,77,6.1NRT,298.35,31.94,D
-13.33763,-40.61378,314.48,1.04,1.02,2026-06-16,1824,A,69,6.1NRT,298.98,7.62,D
-3.61009,-49.4648,323.76,1.92,1.35,2026-06-16,1826,A,80,6.1NRT,298.07,39.18,D
-13.33904,-40.62309,325.19,1.04,1.02,2026-06-16,1824,A,81,6.1NRT,300.42,18.36,D
-13.96183,-46.02822,322.79,1.53,1.22,2026-06-16,1824,A,77,6.1NRT,302.11,28.5,D
-13.95115,-46.02987,368.68,1.53,1.22,2026-06-16,1824,A,100,6.1NRT,301.84,197.93,D
-13.95292,-46.04362,333.47,1.53,1.22,2026-06-16,1824,A,86,6.1NRT,299.26,51.01,D
-13.06209,-39.95563,319.61,1.11,1.05,2026-06-16,1824,A,76,6.1NRT,295.77,16.33,D
-13.55743,-43.43968,362.56,1.07,1.03,2026-06-16,1824,A,87,6.1NRT,306.51,94.08,D
-13.55879,-43.44931,327.65,1.07,1.03,2026-06-16,1824,A,0,6.1NRT,302.15,19.52,D
-12.97372,-41.07399,327.17,1.02,1.01,2026-06-16,1824,A,81,6.1NRT,301.48,20.08,D
-12.55868,-40.83588,314.37,1.04,1.02,2026-06-16,1824,A,67,6.1NRT,298.27,8.75,D
-12.5601,-40.84518,314.87,1.04,1.02,2026-06-16,1824,A,68,6.1NRT,298.02,9.23,D
-13.2871,-46.07275,333.89,1.5,1.21,2026-06-16,1824,A,86,6.1NRT,300.97,49.69,D
-13.28891,-46.08615,342.02,1.51,1.21,2026-06-16,1824,A,91,6.1NRT,301,73.71,D
-13.27647,-46.07404,325.4,1.5,1.21,2026-06-16,1824,A,79,6.1NRT,299.87,29.63,D
-13.27825,-46.08736,346.25,1.51,1.21,2026-06-16,1824,A,93,6.1NRT,301.13,87.58,D
-12.92788,-43.61481,321.33,1.08,1.04,2026-06-16,1824,A,72,6.1NRT,304.36,11.9,D
-12.92924,-43.62444,321.06,1.08,1.04,2026-06-16,1824,A,71,6.1NRT,304.04,11.52,D
-12.43019,-40.90692,323.64,1.04,1.02,2026-06-16,1824,A,79,6.1NRT,297.51,18.8,D
-12.37304,-41.01589,309.98,1.03,1.01,2026-06-16,1824,A,58,6.1NRT,298.51,5.07,D
-12.85901,-44.36903,322.65,1.16,1.07,2026-06-16,1824,A,72,6.1NRT,308.47,16.03,D
-12.8496,-44.3704,366.7,1.16,1.07,2026-06-16,1824,A,100,6.1NRT,308.72,122.12,D
-12.85105,-44.3808,325.07,1.16,1.07,2026-06-16,1824,A,66,6.1NRT,304.35,19.12,D
-12.06833,-41.57125,314.61,1.01,1,2026-06-16,1824,A,68,6.1NRT,300.79,6.47,D
-11.69766,-40.70997,315.72,1.06,1.03,2026-06-16,1824,A,68,6.1NRT,297.09,11.68,D
-12.66058,-47.66809,328.07,1.94,1.36,2026-06-16,1824,A,81,6.1NRT,300.31,50.44,D
-12.66284,-47.68545,321.99,1.95,1.36,2026-06-16,1824,A,75,6.1NRT,300.56,32.83,D
-11.44944,-39.27974,310.9,1.25,1.11,2026-06-16,1824,A,46,6.1NRT,295.71,6.7,D
-11.41934,-40.82111,331.15,1.06,1.03,2026-06-16,1824,A,84,6.1NRT,297.69,29.59,D
-11.6065,-42.13605,317.8,1,1,2026-06-16,1824,A,67,6.1NRT,303.23,7.37,D
-11.89825,-44.36234,312.53,1.13,1.06,2026-06-16,1824,A,14,6.1NRT,299.12,4.53,D
-11.82971,-44.7467,317.63,1.19,1.08,2026-06-16,1824,A,42,6.1NRT,302.85,9.19,D
-11.83112,-44.75699,315.68,1.19,1.08,2026-06-16,1824,A,40,6.1NRT,302.44,6.83,D
-11.82606,-44.75262,319.11,1.19,1.08,2026-06-16,1824,A,69,6.1NRT,303.03,11.95,D
-11.15715,-40.31196,315.89,1.12,1.05,2026-06-16,1824,A,65,6.1NRT,299.19,11.48,D
-11.80204,-44.9292,323.52,1.21,1.09,2026-06-16,1824,A,61,6.1NRT,302.85,18,D
-11.79245,-44.93059,323.47,1.21,1.09,2026-06-16,1824,A,58,6.1NRT,298.94,17.55,D
-11.11724,-40.41962,312.91,1.1,1.05,2026-06-16,1824,A,56,6.1NRT,295.45,9.56,D
-11.28997,-41.99477,320.02,1,1,2026-06-16,1824,A,70,6.1NRT,305.54,7.58,D
-11.29128,-42.00366,318.07,1,1,2026-06-16,1824,A,66,6.1NRT,306.12,5.94,D
-11.86686,-47.12344,320.03,1.71,1.28,2026-06-16,1824,A,67,6.1NRT,300.75,21.17,D
-11.86513,-47.11491,314.86,1.71,1.28,2026-06-16,1824,A,51,6.1NRT,299.91,13.19,D
-11.25178,-43.381,321.48,1.03,1.01,2026-06-16,1824,A,71,6.1NRT,305.67,10.17,D
-10.98542,-46.44921,339.43,1.48,1.2,2026-06-16,1824,A,89,6.1NRT,302.74,58.48,D
-10.98727,-46.46302,374.22,1.48,1.2,2026-06-16,1824,A,100,6.1NRT,306.37,217.58,D
-10.98909,-46.47663,324.73,1.49,1.2,2026-06-16,1824,A,69,6.1NRT,303.4,23.88,D
-11.20363,-49.68112,327.11,2.66,1.57,2026-06-16,1824,A,80,6.1NRT,295.57,78.8,D
-11.20652,-49.70475,312.54,2.68,1.57,2026-06-16,1824,A,48,6.1NRT,297.9,20.89,D
-11.211,-49.68523,312.68,2.66,1.57,2026-06-16,1824,A,47,6.1NRT,295.84,22.03,D
-11.19728,-49.68698,327.67,2.66,1.57,2026-06-16,1824,A,81,6.1NRT,298.3,81.68,D
-10.51187,-44.85883,312.73,1.16,1.07,2026-06-16,1824,A,53,6.1NRT,301.32,6.2,D
-10.84429,-49.72729,315.61,2.65,1.56,2026-06-16,1824,A,65,6.1NRT,298.1,29.59,D
-10.84718,-49.75077,321.72,2.66,1.57,2026-06-16,1824,A,75,6.1NRT,297.92,54.52,D
-10.83777,-49.73323,318.38,2.65,1.56,2026-06-16,1824,A,47,6.1NRT,297.85,34.47,D
-9.37792,-40.76876,318.73,1.11,1.05,2026-06-16,1824,A,67,6.1NRT,300.17,12.67,D
-10.25745,-47.36008,321.24,1.68,1.28,2026-06-16,1824,A,72,6.1NRT,301.77,21.15,D
-10.25704,-47.36689,319.54,1.68,1.28,2026-06-16,1824,A,63,6.1NRT,301.23,15.9,D
-10.04455,-46.72875,323.52,1.5,1.21,2026-06-16,1824,A,75,6.1NRT,298.1,26.31,D
-10.11815,-47.69254,317.44,1.78,1.31,2026-06-16,1824,A,65,6.1NRT,303.38,16.82,D
-8.56747,-37.71965,310.35,1.8,1.32,2026-06-16,1824,A,57,6.1NRT,295.64,10.59,D
-9.7076,-47.03455,320.68,1.56,1.23,2026-06-16,1824,A,51,6.1NRT,302.01,17,D
-9.6968,-47.03592,324.37,1.56,1.23,2026-06-16,1824,A,76,6.1NRT,303.79,25.62,D
-9.69867,-47.04977,319.99,1.57,1.23,2026-06-16,1824,A,57,6.1NRT,302.98,16.78,D
-8.49878,-39.39187,317.09,1.36,1.16,2026-06-16,1824,A,67,6.1NRT,295.73,14.13,D
-9.61547,-47.54175,326.08,1.7,1.28,2026-06-16,1824,A,78,6.1NRT,302.99,34.38,D
-8.07852,-37.54884,316.9,1.9,1.35,2026-06-16,1824,A,71,6.1NRT,297.52,22.98,D
-9.36658,-46.48722,328.27,1.41,1.18,2026-06-16,1824,A,80,6.1NRT,304.75,30.38,D
-9.35629,-46.48862,329.32,1.41,1.18,2026-06-16,1824,A,81,6.1NRT,304.78,31.44,D
-9.50281,-48.0626,320.91,1.86,1.33,2026-06-16,1824,A,71,6.1NRT,302.17,28.64,D
-9.50502,-48.07882,319.41,1.86,1.33,2026-06-16,1824,A,69,6.1NRT,300.89,25.15,D
-9.49331,-48.08029,329.94,1.86,1.33,2026-06-16,1824,A,82,6.1NRT,302.15,52.01,D
-9.37262,-48.4132,319.94,1.97,1.37,2026-06-16,1824,A,40,6.1NRT,305.63,21.89,D
-9.31806,-48.32097,319.37,1.93,1.36,2026-06-16,1824,A,65,6.1NRT,301.71,21.73,D
-8.82668,-44.81407,319.4,1.11,1.05,2026-06-16,1824,A,46,6.1NRT,304.94,8.33,D
-8.81746,-44.81527,335.34,1.11,1.05,2026-06-16,1824,A,85,6.1NRT,305.22,30.22,D
-8.93816,-45.67909,321.52,1.24,1.1,2026-06-16,1824,A,46,6.1NRT,306.34,10.85,D
-9.14173,-47.44318,318.64,1.64,1.26,2026-06-16,1824,A,66,6.1NRT,301.57,18.4,D
-9.113,-47.31591,320.25,1.6,1.25,2026-06-16,1824,A,69,6.1NRT,303.38,19.67,D
-9.10209,-47.31744,319.23,1.6,1.25,2026-06-16,1824,A,67,6.1NRT,303.35,17.44,D
-9.09177,-47.40608,314.24,1.63,1.26,2026-06-16,1824,A,51,6.1NRT,302.46,10.82,D
-9.01071,-46.96624,329.47,1.51,1.21,2026-06-16,1824,A,81,6.1NRT,303.45,33.75,D
-9.0001,-46.9677,328.55,1.51,1.21,2026-06-16,1824,A,79,6.1NRT,302.64,31.31,D
-9.00467,-46.95918,328.82,1.5,1.21,2026-06-16,1824,A,78,6.1NRT,305.63,31.59,D
-9.00652,-46.97229,321.23,1.51,1.21,2026-06-16,1824,A,37,6.1NRT,302.59,16.53,D
-8.99406,-46.96059,322.48,1.5,1.21,2026-06-16,1824,A,50,6.1NRT,302.77,18.29,D
-8.97286,-46.9635,343.35,1.5,1.21,2026-06-16,1824,A,91,6.1NRT,303.16,67.35,D
-8.9747,-46.97681,332.9,1.51,1.21,2026-06-16,1824,A,59,6.1NRT,303,37.8,D
-8.97655,-46.99019,331.79,1.51,1.21,2026-06-16,1824,A,35,6.1NRT,301.38,35.77,D
-8.97839,-47.00348,326.1,1.51,1.21,2026-06-16,1824,A,26,6.1NRT,301.32,25.86,D
-8.95865,-46.9387,319.02,1.5,1.21,2026-06-16,1824,A,23,6.1NRT,304.2,11.89,D
-8.96045,-46.95183,345.02,1.5,1.21,2026-06-16,1824,A,92,6.1NRT,306.23,76.47,D
-8.96227,-46.96502,340.5,1.5,1.21,2026-06-16,1824,A,89,6.1NRT,306.26,58.93,D
-8.9641,-46.97835,336.04,1.51,1.21,2026-06-16,1824,A,77,6.1NRT,304.02,45.94,D
-8.96777,-47.00502,328.73,1.51,1.21,2026-06-16,1824,A,62,6.1NRT,301.54,34.01,D
-8.95169,-46.9666,336.82,1.5,1.21,2026-06-16,1824,A,78,6.1NRT,305.47,48.75,D
-8.95351,-46.97992,365.07,1.51,1.21,2026-06-16,1824,A,100,6.1NRT,304.4,160.94,D
-8.95533,-46.99323,350.48,1.51,1.21,2026-06-16,1824,A,95,6.1NRT,300.03,94.71,D
-8.95713,-47.00644,344.49,1.51,1.21,2026-06-16,1824,A,92,6.1NRT,300.52,77.7,D
-8.94291,-46.98149,331,1.51,1.21,2026-06-16,1824,A,66,6.1NRT,299.21,36.17,D
-8.97926,-47.50045,319.79,1.65,1.26,2026-06-16,1824,A,45,6.1NRT,302.02,18.92,D
-8.97587,-47.49275,324.06,1.65,1.26,2026-06-16,1824,A,75,6.1NRT,301.89,28.53,D
-8.97789,-47.50729,331.94,1.65,1.26,2026-06-16,1824,A,83,6.1NRT,302.59,49.51,D
-8.89357,-46.98129,328.79,1.5,1.21,2026-06-16,1824,A,80,6.1NRT,295.57,35.57,D
-8.96481,-47.49422,318.22,1.65,1.26,2026-06-16,1824,A,63,6.1NRT,301.25,16.16,D
-8.96683,-47.50885,327.47,1.65,1.26,2026-06-16,1824,A,79,6.1NRT,301.8,37.43,D
-8.88296,-46.98266,339.51,1.5,1.21,2026-06-16,1824,A,89,6.1NRT,302.02,63.55,D
-8.8848,-46.99596,328.99,1.51,1.21,2026-06-16,1824,A,80,6.1NRT,302.08,36.53,D
-9.27972,-50.13279,315.94,2.7,1.57,2026-06-16,1824,A,63,6.1NRT,301.05,26.07,D
-8.75712,-47.82233,322.23,1.73,1.29,2026-06-16,1824,A,73,6.1NRT,301.7,27.75,D
-8.75859,-47.82725,316.86,1.73,1.29,2026-06-16,1824,A,54,6.1NRT,301.47,14.48,D
-8.58883,-47.08318,315.28,1.51,1.21,2026-06-16,1824,A,45,6.1NRT,302.78,10.9,D
-8.70503,-48.72959,319.79,2.04,1.39,2026-06-16,1824,A,70,6.1NRT,301.02,30.4,D
-8.79514,-49.62883,320.19,2.42,1.5,2026-06-16,1824,A,70,6.1NRT,299.36,36.66,D
-8.70134,-48.73532,316.75,2.04,1.39,2026-06-16,1824,A,63,6.1NRT,301.01,20.71,D
-8.78234,-49.61407,313.87,2.41,1.5,2026-06-16,1824,A,36,6.1NRT,299.5,19.11,D
